filename,width,height,class,xmin,ymin,xmax,ymax
Diatone-GTB329-3.jpg,1000,600,drone,10,11,1000,592
Diatone-M530-15.jpg,1000,480,drone,18,18,985,480
Diatone-R369-Kwad-6.jpg,881,655,drone,24,1,881,655
diatone-tyrant-215-215mm-5-8g-40ch-naze32-rev6-fpv-racing-drone---1571990996127.jpg,500,362,drone,23,2,478,335
DISCO-Jan16_0077.MXF_.00_31_20_44.Image-fixe001-1024x540.jpg,1024,435,drone,43,3,1018,380
disco1.jpg,650,435,drone,299,101,423,300
disconevada.jpg,828,850,drone,346,150,751,255
disco_1.jpg,722,185,drone,1,15,722,177
disco_2.jpg,253,436,drone,87,304,248,436
dji-4123013_960_720.jpg,960,539,drone,593,84,770,212
DJI-M200-M210-M210RTK-dual-camera.jpg,1920,1080,drone,78,17,1684,1054
DJI-M210-CendenceRTK.jpg,1500,832,drone,66,113,1479,751
DJI-M210-Flight.jpg,1500,1064,drone,323,308,1078,645
dji-matrice-200---210-homologue---dronavia-p-image-196737-grande.jpg,800,800,drone,30,183,762,645
dji-matrice-200-a.jpg,686,405,drone,2,7,679,393
dji-matrice-200-v2-ars-dji-paris.jpg,500,307,drone,9,14,487,307
dji-matrice-210-rtk-v2-dji_m210_rtk_v2.jpg,752,503,drone,10,10,734,453
dji-matrice-210-rtk-v2-enterprise-quadcopter-m210rtkv2combo-dji-936.jpg,1218,810,drone,56,19,1180,771
dji-matrice-210-rtk-v2-et-station-mobile-gnss-de-haute-precision-p-image-206250-grande.jpg,698,431,drone,7,7,685,429
dji-matrice-210-v2-diapo3-460x259.jpg,460,259,drone,76,18,386,235
dji-matrice-210-v2-p-image-206573-grande.jpg,735,439,drone,5,7,721,430
DJI-Spotlight-_-Laser-Tactical-Payload-for-Matrice-200-Series_3_2048x2048.jpg,948,574,drone,7,9,948,556
DJIs-Matrice-200-V2-and-Flighthub-Enterprise-for-next-level-drone-operations-F.jpg,1920,1080,drone,820,291,1595,746
DJM-AERIAL-SOLUTIONS-DJI-Matrice-210-Zenmuse-Z30_-e1511526056207-650x325.jpg,650,325,drone,148,19,452,215
DM002-DIY-Mini-Micro-FPV-Quadcopter-Avec-WIFI-Cam-ra-4CH-6-Aixs-Gyro-RC-Quadcopter.jpg,395,347,drone,1,28,395,337
Draganflyer-X4P_promo_dragan.jpg,640,480,drone,19,69,629,357
dragon-professional-drones.jpg,910,607,drone,37,3,815,607
dream-flight-ahi-12.jpg,1489,1200,drone,327,43,1301,1152
dream-flight-ahi-15.jpg,966,720,drone,114,119,881,625
dream-flight-ahi-20-540w.jpg,540,540,drone,56,112,504,429
dream-flight-ahi-25.jpg,1030,720,drone,62,61,963,669
dream-flight-ahi.jpg,1698,1200,drone,116,184,1649,1112
dreamflight_ahi_planeur_voltige_07.jpg,800,600,drone,171,207,628,563
Drohne.jpg,604,482,drone,38,23,566,456
drone (100).jpg,1200,675,drone,181,185,1153,561
drone (101).jpg,1200,675,drone,102,63,1200,600
drone (102).jpg,453,253,drone,65,46,413,223
drone (103).jpg,1060,711,drone,39,33,952,651
drone (104).jpg,1122,822,drone,79,187,1002,540
drone (105).jpg,800,800,drone,1,133,800,662
drone (106).jpg,455,455,drone,26,130,442,341
drone (107).jpg,780,439,drone,31,25,759,332
drone (108).jpg,1024,495,drone,145,87,1019,371
drone (109).jpg,1170,485,drone,472,153,805,434
drone (110).jpg,600,466,drone,12,141,431,346
drone (111).jpg,600,467,drone,73,23,498,393
drone (112).jpg,600,467,drone,52,108,584,392
drone (113).jpg,600,467,drone,121,99,508,352
drone (114).jpg,600,467,drone,85,59,598,379
drone (15).jpg,300,195,drone,5,5,300,179
drone (16).jpg,800,800,drone,5,202,799,630
drone (17).jpg,500,500,drone,17,145,500,354
drone (18).jpg,1060,1060,drone,84,399,972,744
drone (19).jpg,500,500,drone,15,196,469,357
drone (2).jpg,1024,576,drone,151,62,830,547
drone (20).jpg,1001,1001,drone,11,141,984,840
drone (21).jpg,1280,915,drone,2,74,1224,762
drone (22).jpg,1403,986,drone,4,1,1403,986
drone (23).jpg,700,401,drone,82,1,700,370
drone (24).jpg,1000,661,drone,14,191,1000,609
drone (25).jpg,1200,816,drone,46,129,1200,688
drone (26).jpg,640,426,drone,53,173,588,351
drone (27).jpg,1000,1000,drone,45,217,1000,808
drone (28).jpg,531,406,drone,6,4,519,388
drone (29).jpg,1000,697,drone,2,91,1000,615
Drone (3).jpg,281,179,drone,4,40,281,171
drone (30).jpg,1600,900,drone,254,76,1238,719
drone (31).jpg,640,480,drone,9,154,640,367
drone (33).jpg,236,185,drone,5,8,236,174
drone (34).jpg,896,598,drone,59,223,728,535
drone (35).jpg,500,341,drone,7,57,500,316
drone (36).jpg,580,580,drone,21,121,580,435
drone (37).jpg,1704,959,drone,130,212,1704,743
drone (38).jpg,950,712,drone,166,57,761,493
drone (39).jpg,810,455,drone,1,2,810,416
drone (4).jpg,346,363,drone,12,65,83,97
drone (41).jpg,300,169,drone,24,1,275,169
drone (42).jpg,300,168,drone,82,48,192,112
drone (44).jpg,450,443,drone,14,4,450,422
drone (45).jpg,564,775,drone,15,340,564,775
drone (46).jpg,600,600,drone,1,155,600,449
drone (47).jpg,400,500,drone,1,114,400,383
drone (48).jpg,800,800,drone,1,1,800,734
drone (49).jpg,896,598,drone,24,106,896,580
drone (5).jpg,350,200,drone,171,18,332,139
drone (50).jpg,800,800,drone,1,1,799,714
drone (51).jpg,350,295,drone,25,6,350,261
drone (52).jpg,885,500,drone,1,46,875,452
drone (53).jpg,225,225,drone,77,45,213,170
drone (54).jpg,225,225,drone,9,30,213,192
drone (55).jpg,275,183,drone,93,22,251,126
drone (56).jpg,225,138,drone,23,28,200,131
drone (58).jpg,224,224,drone,6,35,214,184
drone (59).jpg,224,224,drone,14,2,213,194
drone (6).jpg,612,306,drone,50,56,568,200
drone (6).jpg,612,306,drone,243,3,612,116
drone (60).jpg,321,157,drone,40,19,289,146
drone (61).jpg,225,225,drone,19,15,199,170
drone (63).jpg,225,225,drone,9,32,218,202
drone (64).jpg,195,134,drone,22,15,156,115
drone (65).jpg,225,225,drone,4,40,225,199
drone (66).jpg,225,111,drone,31,1,188,104
drone (67).jpg,225,200,drone,1,15,225,186
drone (68).jpg,225,225,drone,3,66,225,155
drone (69).jpg,225,225,drone,46,60,201,171
drone (70).jpg,148,165,drone,5,6,132,141
drone (71).jpg,275,131,drone,90,3,225,116
drone (72).jpg,201,182,drone,7,26,183,163
drone (73).jpg,275,183,drone,57,21,219,169
drone (74).jpg,225,225,drone,4,47,212,198
drone (76).jpg,225,225,drone,1,51,177,178
drone (77).jpg,110,121,drone,3,24,110,104
drone (78).jpg,225,225,drone,5,34,220,190
drone (79).jpg,225,225,drone,3,47,225,179
drone (80).jpg,275,183,drone,69,34,213,152
drone (81).jpg,251,200,drone,1,1,201,171
drone (82).jpg,236,131,drone,44,16,231,131
drone (84).jpg,116,115,drone,3,17,110,93
drone (85).jpg,225,225,drone,2,136,112,212
drone (85).jpg,225,225,drone,113,137,223,214
drone (85).jpg,225,225,drone,3,3,225,129
drone (86).jpg,225,225,drone,5,21,225,194
drone (87).jpg,138,111,drone,11,7,133,95
drone (88).jpg,225,225,drone,2,4,225,177
drone (89).jpg,275,183,drone,45,16,229,166
drone (90).jpg,225,225,drone,1,32,225,194
drone (91).jpg,225,225,drone,16,28,223,198
drone (92).jpg,225,225,drone,13,52,220,186
drone (93).jpg,225,225,drone,1,26,224,200
drone (94).jpg,225,225,drone,26,1,225,211
drone (95).jpg,160,160,drone,8,32,159,128
drone (96).jpg,490,363,drone,1,8,489,348
drone (97).jpg,460,272,drone,52,27,426,188
drone (98).jpg,800,800,drone,12,256,800,557
drone (99).jpg,1500,1500,drone,14,393,1500,1103
drone flying solo.jpg,600,338,drone,155,112,489,246
drone-1277862_1920.jpg,1920,1440,drone,561,478,1017,832
drone-1765144_960_720.jpg,960,553,drone,183,116,844,487
drone-2590669_960_720.jpg,960,640,drone,302,227,649,449
drone-3.jpg,618,412,drone,59,45,565,370
drone-3067961-1600x1067.jpg,1600,1067,drone,24,165,1497,880
drone-3198324_960_720.jpg,960,604,drone,162,47,887,393
drone-3198327_960_720.jpg,960,640,drone,37,82,797,511
drone-3590739_1920.jpg,833,540,drone,123,30,688,395
drone-4206870_1920.jpg,1920,1280,drone,4,91,1920,1189
Drone-460x330.jpg,460,330,drone,61,61,362,192
drone-afp-0714-net.jpg,650,404,drone,35,148,621,358
drone-aquatique-surface-et-sous-marin.jpg,1920,601,drone,636,20,1291,404
drone-blanc-planant-dans-ciel-bleu-lumineux_158595-3345.jpg,626,417,drone,30,25,464,407
drone-blanc-planant-dans-ciel-bleu-lumineux_158595-3347.jpg,626,417,drone,119,24,474,327
drone-burrito-drop-ht-jpo-11-171017_12x5_992.jpg,992,414,drone,38,52,910,367
drone-camera-500x500.jpg,500,500,drone,4,154,500,330
drone-camera-comparatif-800x500.jpg,800,500,drone,27,81,800,254
drone-camera-helicopter-500x500.jpg,500,500,drone,9,132,490,387
Drone-Camera-Rules-of-Bhutan-But-Can-You-Operate-Them.jpg,955,561,drone,43,128,721,479
drone-camera-wifi-spyrit-fpv-30-gps-pour-enfants-14-ans-t2m-t5187.jpg,500,500,drone,18,80,481,425
drone-ciel.jpg,1140,480,drone,213,77,896,399
drone-civil-dans-espace-aerien-francais.jpg,750,410,drone,223,24,607,371
drone-civil.jpg,255,170,drone,9,48,238,141
drone-de-course-r-racer-main.jpg,2000,2000,drone,34,431,1983,1531
drone-de-guerre-arme-à-feu-explosif.jpg,580,326,drone,80,56,561,258
drone-denis-lebouvier-copie.jpg,1000,750,drone,80,114,805,640
drone-disco-de-parrot.jpg,930,618,drone,63,294,831,418
drone-dji-matrice-100.jpg,940,625,drone,18,13,935,596
drone-ebee-de-parrot-cartographique-professionnel.jpg,580,299,drone,4,5,580,299
drone-ebee-sq-p-image-197872-grande.jpg,980,653,drone,110,182,947,525
drone-ebee-sq-p-image-197875-grande.jpg,487,359,drone,268,6,481,335
drone-ebee-x-sensefly.jpg,800,254,drone,1,12,791,242
Drone-guide-ARRIS-X-Speed-280-V2-racing-drone-racer.jpg,600,300,drone,3,58,600,244
drone-herbe-verte-beau-fond-ciel-bleu_10307-927.jpg,626,417,drone,239,258,626,412
drone-Hermes-V8MT-compagnie-Spartaqs-Mikolow-Pologne-20-novembre-2019_1_729_486.jpg,729,486,drone,29,84,707,447
drone-jouet.jpg,0,0,drone,4,28,396,231
drone-militaire-composition-realiste-bombe-couleur-hakki-volant-au-dessus-du-plafond_1284-27866.jpg,626,500,drone,60,55,588,463
drone-octocoptere-dji-s1000.jpg,1024,683,drone,2,72,821,604
drone-octocoptere-senarios-s1-s2.jpg,250,250,drone,1,22,250,223
drone-parrot-1900.jpg,1212,712,drone,1,172,1212,712
drone-parrot-anafi-1024x576.jpg,1024,576,drone,1,9,706,576
drone-parrot-anafi-740x679.jpg,740,438,drone,1,3,740,417
drone-Parrot-Disco-7.jpg,750,435,drone,34,113,720,241
drone-parrot.jpg,2560,1600,drone,925,675,2312,1290
drone-poste-suisse_5377463.jpg,480,270,drone,1,5,480,267
drone-professional-mapping-Delair-UX11-front.jpg,600,1024,drone,16,447,600,598
drone-professionnel-dji-m200.jpg,800,420,drone,151,85,645,352
drone-quadcopter-planer-dans-le-ciel-kwx6bn.jpg,1300,1309,drone,131,155,1217,1099
drone-quadricam-tk.jpg,1860,1240,drone,136,222,1785,1211
drone-racing-FPV-EMAX-HAWK-5-front.jpg,600,259,drone,1,15,589,246
drone-reflet-du-monde.jpg,612,306,drone,37,19,612,206
drone.97ec8d60.jpg,525,346,drone,14,87,525,303
drone.jpg,710,435,drone,53,58,294,186
drone4.jpg,400,267,drone,187,146,394,257
droneart-rc-eye-imprimo-fpv-spektrum-race-copter-bnf-profi-kameraflug.jpg,400,400,drone,1,49,400,350
droneball_2.jpg,918,516,drone,130,36,780,465
DronePic_fpic.jpg,600,311,drone,4,10,592,287
drones-dji-matrice-200-210-avec-camera-sur-le-dessus.jpg,601,393,drone,17,24,556,365
drones-du-pilote-d-evreux-dans-l-eure-en-normandie - Copy.jpg,325,188,drone,32,12,310,178
drones-du-pilote-d-evreux-dans-l-eure-en-normandie.jpg,398,261,drone,24,4,395,231
drones.jpg,1280,640,drone,27,187,1044,475
drone_camera_kss.jpg,785,654,drone,234,147,694,377
drone_camera_prix_laouacheter_127e4597-f78d-48c0-aa14-b21cecea3597.jpg,850,850,drone,1,140,850,638
drone_gryphon-1030x455.jpg,1030,455,drone,64,60,619,326
drone_sizes-1024x575.jpg,1024,575,drone,219,1,1024,481
D_NQ_NP_314905-MLB25087302929_102016-O.jpg,361,209,drone,23,9,358,208
jdjd.jpg,1200,675,drone,304,26,933,675
jdkd.jpg,530,300,drone,1,28,530,277
unnamed (35).jpg,512,313,drone,65,43,443,219
